Char	Level
蕉	2
阶	2
揭	2
杰	2
洁	2
截	2
戒	2
届	2
巾	2
劲	2
禁	2
惊	2
睛	2
井	2
径	2
竞	2
竟	2
敬	2
镜	2
纠	2
居	2
巨	2
拒	2
俱	2
距	2
聚	2
捐	2
卷	2
均	2
菌	2
咖	2
刊	2
抗	2
棵	2
颗	2
咳	2
恐	2
控	2
扣	2
库	2
裤	2
酷	2
跨	2
宽	2
狂	2
矿	2
亏	2
扩	2
括	2
阔	2
垃	2
辣	2
啦	2
赖	2
栏	2
览	2
懒	2
烂	2
郎	2
朗	2
牢	2
雷	2
泪	2
厘	2
璃	2
厉	2
丽	2
励	2
俩	2
怜	2
炼	2
恋	2
良	2
梁	2
粮	2
谅	2
疗	2
聊	2
料	2
列	2
裂	2
邻	2
临	2
灵	2
铃	2
龄	2
令	2
漏	2
炉	2
陆	2
露	2
律	2
虑	2
率	2
略	2
轮	2
逻	2
码	2
骂	2
嘛	2
埋	2
麦	2
馒	2
漫	2
盲	2
猫	2
矛	2
冒	2
贸	2
帽	2
貌	2
梅	2
煤	2
蒙	2
盟	2
猛	2
梦	2
秘	2
密	2
眠	2
棉	2
免	2
描	2
秒	2
妙	2
灭	2
敏	2
摸	2
膜	2
摩	2
磨	2
魔	2
末	2
漠	2
墨	2
默	2
谋	2
墓	2
幕	2
纳	2
奈	2
耐	2
闹	2
泥	2
宁	2
扭	2
浓	2
怒	2
诺	2
偶	2
盘	2
盼	2
胖	2
泡	2
炮	2
陪	2
培	2
赔	2
喷	2
盆	2
披	2
啤	2
脾	2
匹	2
偏	2
骗	2
拼	2
贫	2
频	2
聘	2
苹	2
凭	2
屏	2
坡	2
泼	2
婆	2
迫	2
扑	2
铺	2
葡	2
妻	2
欺	2
旗	2
企	2
启	2
弃	2
恰	2
迁	2
牵	2
铅	2
谦	2
签	2
潜	2
浅	2
欠	2
歉	2
枪	2
抢	2
悄	2
敲	2
瞧	2
巧	2
茄	2
侵	2
琴	2
勤	2
倾	2
晴	2
穷	2
趋	2
渠	2
曲	2
趣	2
圈	2
权	2
泉	2
劝	2
券	2
却	2
燃	2
染	2
扰	2
绕	2
忍	2
扔	2
荣	2
融	2
乳	2
软	2
润	2
若	2
弱	2
洒	2
塞	2
伞	2
散	2
丧	2
扫	2
森	2
杀	2
傻	2
晒	2
闪	2
扇	2
赏	2
尚	2
烧	2
稍	2
勺	2
舌	2
蛇	2
舍	2
射	2
涉	2
摄	2
申	2
伸	2
审	2
甚	2
牲	2
圣	2
盛	2
剩	2
诗	2
施	2
湿	2
拾	2
驶	2
饰	2
柿	2
释	2
守	2
寿	2
授	2
售	2
瘦	2
叔	2
殊	2
蔬	2
暑	2
鼠	2
述	2
刷	2
摔	2
帅	2
爽	2
税	2
丝	2
私	2
寺	2
松	2
搜	2
苏	2
俗	2
肃	2
素	2
宿	2
塑	2
酸	2
碎	2
孙	2
损	2
缩	2
索	2
锁	2
塔	2
踏	2
抬	2
坦	2
叹	2
探	2
躺	2
趟	2
掏	2
逃	2
桃	2
萄	2
梯	2
踢	2
替	2
添	2
田	2
甜	2
填	2
挑	2
贴	2
厅	2
铜	2
童	2
统	2
偷	2
投	2
透	2
徒	2
途	2
吐	2
兔	2
吞	2
拖	2
脱	2
挖	2
娃	2
袜	2
哇	2
弯	2
湾	2
顽	2
亡	2
旺	2
威	2
微	2
违	2
唯	2
维	2
尾	2
委	2
未	2
胃	2
谓	2
喂	2
慰	2
稳	2
卧	2
乌	2
污	2
伍	2
悟	2
夕	2
吸	2
析	2
牺	2
悉	2
惜	2
袭	2
细	2
吓	2
鲜	2
闲	2
咸	2
嫌	2
县	2
限	2
陷	2
献	2
箱	2
详	2
祥	2
享	2
销	2
晓	2
歇	2
协	2
胁	2
斜	2
谐	2
械	2
辛	2
欣	2
薪	2
型	2
醒	2
凶	2
兄	2
胸	2
熊	2
秀	2
袖	2
虚	2
序	2
绪	2
悬	2
旋	2
寻	2
询	2
循	2
讯	2
迅	2
押	2
鸭	2
牙	2
亚	2
呀	2
延	2
严	2
炎	2
沿	2
盐	2
厌	2
艳	2
宴	2
扬	2
洋	2
仰	2
氧	2
腰	2
邀	2
摇	2
咬	2
耀	2
野	2
叶	2
液	2
仪	2
姨	2
移	2
遗	2
疑	2
乙	2
忆	2
异	2
译	2
益	2
谊	2
毅	2
阴	2
引	2
饮	2
隐	2
赢	2
映	2
硬	2
拥	2
勇	2
忧	2
幽	2
尤	2
犹	2
幼	2
余	2
娱	2
愉	2
予	2
宇	2
羽	2
玉	2
域	2
欲	2
遇	2
誉	2
豫	2
圆	2
援	2
缘	2
源	2
怨	2
阅	2
跃	2
晕	2
云	2
允	2
灾	2
载	2
暂	2
赞	2
遭	2
糟	2
则	2
择	2
赠	2
扎	2
炸	2
摘	2
宅	2
债	2
战	2
涨	2
丈	2
账	2
障	2
召	2
折	2
哲	2
针	2
珍	2
诊	2
阵	2
振	2
震	2
镇	2
征	2
挣	2
症	2
汁	2
枝	2
执	2
植	2
殖	2
址	2
质	2
智	2
置	2
忠	2
肿	2
粥	2
珠	2
诸	2
猪	2
竹	2
逐	2
煮	2
驻	2
柱	2
著	2
筑	2
赚	2
庄	2
壮	2
撞	2
捉	2
咨	2
仔	2
紫	2
宗	2
综	2
纵	2
奏	2
阻	2
祖	2
钻	2
罪	2
醉	2
尊	2
遵	2
哎	3
哀	3
癌	3
艾	3
唉	3
昂	3
凹	3
熬	3
奥	3
扒	3
叭	3
芭	3
坝	3
霸	3
柏	3
颁	3
斑	3
拌	3
瓣	3
邦	3
绑	3
膀	3
堡	3
曝	3
卑	3
碑	3
惫	3
崩	3
蹦	3
鄙	3
毙	3
蔽	3
弊	3
臂	3
鞭	3
贬	3
辨	3
憋	3
滨	3
丙	3
柄	3
剥	3
伯	3
驳	3
泊	3
勃	3
脖	3
搏	3
膊	3
卜	3
哺	3
怖	3
惭	3
灿	3
苍	3
舱	3
糙	3
缠	3
铲	3
阐	3
颤	3
敞	3
钞	3
巢	3
嘲	3
扯	3
臣	3
尘	3
陈	3
趁	3
呈	3
惩	3
澄	3
橙	3
逞	3
痴	3
驰	3
齿	3
侈	3
耻	3
斥	3
赤	3
翅	3
仇	3
绸	3
畴	3
酬	3
筹	3
橱	3
畜	3
川	3
喘	3
垂	3
锤	3
唇	3
醇	3
蠢	3
瓷	3
慈	3
磁	3
赐	3
匆	3
葱	3
丛	3
凑	3
窜	3
催	3
摧	3
粹	3
翠	3
搓	3
磋	3
挫	3
歹	3
怠	3
逮	3
丹	3
耽	3
荡	3
捣	3
祷	3
悼	3
凳	3
瞪	3
堤	3
迪	3
涤	3
笛	3
缔	3
颠	3
垫	3
淀	3
惦	3
奠	3
殿	3
叼	3
雕	3
钓	3
叠	3
碟	3
丁	3
叮	3
盯	3
钉	3
鼎	3
董	3
栋	3
兜	3
抖	3
陡	3
逗	3
睹	3
杜	3
妒	3
兑	3
敦	3
堕	3
惰	3
鹅	3
遏	3
伐	3
阀	3
帆	3
贩	3
芳	3
妨	3
肪	3
纺	3
匪	3
沸	3
芬	3
吩	3
坟	3
粪	3
蜂	3
逢	3
缝	3
讽	3
凤	3
伏	3
俘	3
辐	3
抚	3
斧	3
俯	3
咐	3
赴	3
赋	3
腹	3
缚	3
覆	3
丐	3
钙	3
溉	3
竿	3
冈	3
缸	3
杠	3
膏	3
戈	3
胳	3
鸽	3
搁	3
阁	3
耕	3
恭	3
拱	3
勾	3
钩	3
菇	3
辜	3
雇	3
寡	3
卦	3
乖	3
灌	3
罐	3
龟	3
瑰	3
桂	3
棍	3
裹	3
函	3
涵	3
罕	3
旱	3
撼	3
浩	3
呵	3
荷	3
赫	3
嘿	3
痕	3
哼	3
恒	3
轰	3
哄	3
烘	3
弘	3
虹	3
喉	3
吼	3
弧	3
唬	3
猾	3
唤	3
痪	3
荒	3
凰	3
煌	3
晃	3
谎	3
徽	3
贿	3
浑	3
魂	3
祸	3
惑	3
饥	3
畸	3
脊	3
忌	3
剂	3
祭	3
寂	3
嫁	3
稼	3
奸	3
歼	3
煎	3
拣	3
柬	3
俭	3
荐	3
贱	3
溅	3
姜	3
浆	3
僵	3
疆	3
桨	3
匠	3
浇	3
娇	3
椒	3
狡	3
搅	3
缴	3
轿	3
酵	3
皆	3
劫	3
捷	3
竭	3
诫	3
津	3
筋	3
锦	3
谨	3
晋	3
浸	3
晶	3
颈	3
灸	3
舅	3
拘	3
菊	3
橘	3
沮	3
矩	3
炬	3
惧	3
倦	3
诀	3
倔	3
掘	3
崛	3
爵	3
君	3
俊	3
峻	3
竣	3
凯	3
慨	3
勘	3
堪	3
侃	3
砍	3
槛	3
慷	3
扛	3
烤	3
苛	3
磕	3
壳	3
垦	3
恳	3
啃	3
坑	3
抠	3
枯	3
窟	3
夸	3
垮	3
挎	3
筐	3
旷	3
框	3
魁	3
馈	3
溃	3
愧	3
昆	3
捆	3
廓	3
喇	3
腊	3
蜡	3
兰	3
拦	3
婪	3
揽	3
缆	3
滥	3
狼	3
廊	3
捞	3
姥	3
勒	3
垒	3
蕾	3
愣	3
梨	3
黎	3
吏	3
隶	3
粒	3
帘	3
莲	3
廉	3
链	3
辽	3
僚	3
劣	3
猎	3
拎	3
淋	3
赁	3
凌	3
陵	3
岭	3
溜	3
浏	3
柳	3
咙	3
聋	3
笼	3
隆	3
窿	3
拢	3
垄	3
搂	3
陋	3
虏	3
鲁	3
赂	3
鹿	3
碌	3
侣	3
屡	3
缕	3
履	3
滤	3
卵	3
掠	3
伦	3
罗	3
萝	3
螺	3
裸	3
迈	3
脉	3
蛮	3
瞒	3
蔓	3
芒	3
茫	3
茅	3
髦	3
茂	3
玫	3
枚	3
眉	3
霉	3
媚	3
魅	3
闷	3
萌	3
弥	3
谜	3
觅	3
泌	3
蜜	3
绵	3
勉	3
苗	3
渺	3
庙	3
鸣	3
铭	3
谬	3
蘑	3
抹	3
沫	3
陌	3
莫	3
寞	3
牡	3
亩	3
姆	3
沐	3
牧	3
募	3
慕	3
穆	3
呐	3
乃	3
囊	3
挠	3
恼	3
馁	3
嫩	3
尼	3
拟	3
逆	3
腻	3
酿	3
尿	3
捏	3
拧	3
凝	3
纽	3
奴	3
虐	3
挪	3
哦	3
殴	3
呕	3
趴	3
帕	3
攀	3
叛	3
乓	3
庞	3
抛	3
刨	3
胚	3
佩	3
棚	3
蓬	3
篷	3
膨	3
捧	3
疲	3
辟	3
媲	3
僻	3
譬	3
飘	3
乒	3
坪	3
颇	3
魄	3
剖	3
仆	3
朴	3
谱	3
瀑	3
栖	3
凄	3
戚	3
漆	3
歧	3
祈	3
棋	3
乞	3
迄	3
泣	3
契	3
砌	3
掐	3
洽	3
钳	3
遣	3
谴	3
腔	3
乔	3
侨	3
俏	3
窍	3
翘	3
怯	3
窃	3
钦	3
禽	3
顷	3
丘	3
囚	3
驱	3
屈	3
躯	3
娶	3
拳	3
犬	3
雀	3
裙	3
壤	3
嚷	3
饶	3
惹	3
仁	3
绒	3
柔	3
揉	3
儒	3
辱	3
锐	3
撒	3
桑	3
嗓	3
骚	3
嫂	3
纱	3
刹	3
砂	3
厦	3
筛	3
删	3
衫	3
擅	3
梢	3
哨	3
奢	3
绅	3
肾	3
渗	3
慎	3
绳	3
尸	3
狮	3
氏	3
侍	3
逝	3
誓	3
匙	3
兽	3
抒	3
枢	3
梳	3
疏	3
署	3
薯	3
竖	3
恕	3
墅	3
耍	3
衰	3
甩	3
拴	3
霜	3
瞬	3
烁	3
硕	3
斯	3
撕	3
饲	3
肆	3
耸	3
讼	3
诵	3
颂	3
艘	3
嗽	3
蒜	3
髓	3
遂	3
隧	3
塌	3
胎	3
汰	3
泰	3
贪	3
摊	3
滩	3
瘫	3
坛	3
毯	3
炭	3
碳	3
倘	3
淌	3
烫	3
涛	3
陶	3
淘	3
腾	3
藤	3
剔	3
屉	3
剃	3
涕	3
惕	3
舔	3
帖	3
廷	3
亭	3
艇	3
桶	3
筒	3
凸	3
秃	3
涂	3
屠	3
妥	3
拓	3
瓦	3
歪	3
丸	3
挽	3
婉	3
腕	3
汪	3
枉	3
妄	3
伪	3
萎	3
畏	3
纹	3
蚊	3
吻	3
翁	3
窝	3
沃	3
侮	3
捂	3
勿	3
晤	3
雾	3
昔	3
晰	3
稀	3
溪	3
熄	3
膝	3
媳	3
隙	3
虾	3
瞎	3
峡	3
狭	3
辖	3
霞	3
仙	3
纤	3
掀	3
贤	3
弦	3
衔	3
宪	3
馅	3
羡	3
厢	3
翔	3
巷	3
橡	3
削	3
宵	3
萧	3
潇	3
淆	3
孝	3
肖	3
啸	3
邪	3
携	3
泄	3
泻	3
卸	3
屑	3
懈	3
芯	3
馨	3
衅	3
刑	3
羞	3
朽	3
绣	3
锈	3
嗅	3
墟	3
徐	3
叙	3
恤	3
婿	3
蓄	3
喧	3
玄	3
炫	3
穴	3
勋	3
熏	3
旬	3
巡	3
逊	3
丫	3
鸦	3
芽	3
崖	3
涯	3
哑	3
雅	3
讶	3
淹	3
岩	3
衍	3
掩	3
咽	3
焰	3
燕	3
杨	3
痒	3
妖	3
窑	3
谣	3
遥	3
钥	3
冶	3
伊	3
倚	3
亦	3
抑	3
役	3
疫	3
逸	3
裔	3
溢	3
翼	3
姻	3
瘾	3
婴	3
鹰	3
盈	3
莹	3
蝇	3
颖	3
佣	3
庸	3
涌	3
悠	3
佑	3
诱	3
渔	3
愚	3
舆	3
屿	3
吁	3
郁	3
狱	3
浴	3
喻	3
御	3
寓	3
裕	3
愈	3
冤	3
渊	3
岳	3
悦	3
匀	3
孕	3
酝	3
韵	3
蕴	3
砸	3
栽	3
宰	3
攒	3
葬	3
枣	3
皂	3
灶	3
噪	3
燥	3
躁	3
泽	3
贼	3
渣	3
闸	3
眨	3
诈	3
窄	3
寨	3
沾	3
粘	3
斩	3
崭	3
彰	3
仗	3
帐	3
胀	3
沼	3
兆	3
罩	3
肇	3
遮	3
贞	3
侦	3
枕	3
睁	3
筝	3
蒸	3
拯	3
郑	3
芝	3
肢	3
脂	3
旨	3
帜	3
秩	3
滞	3
稚	3
衷	3
仲	3
舟	3
轴	3
宙	3
昼	3
皱	3
骤	3
朱	3
株	3
烛	3
拄	3
嘱	3
瞩	3
爪	3
拽	3
砖	3
妆	3
桩	3
幢	3
坠	3
缀	3
卓	3
浊	3
琢	3
姿	3
滋	3
踪	3
揍	3
蔼	4
隘	4
澳	4
靶	4
掰	4
扳	4
谤	4
磅	4
镑	4
煲	4
豹	4
狈	4
绷	4
痹	4
碧	4
辫	4
飙	4
彬	4
缤	4
秉	4
舶	4
睬	4
沧	4
曹	4
槽	4
蹭	4
岔	4
诧	4
掺	4
搀	4
馋	4
禅	4
猖	4
嫦	4
辰	4
秤	4
弛	4
稠	4
瞅	4
揣	4
踹	4
炊	4
捶	4
戳	4
绰	4
囱	4
簇	4
叨	4
蹬	4
邓	4
蒂	4
巅	4
甸	4
刁	4
爹	4
迭	4
谍	4
盹	4
炖	4
哆	4
舵	4
讹	4
俄	4
娥	4
厄	4
鳄	4
饵	4
绯	4
诽	4
焚	4
冯	4
孵	4
敷	4
袱	4
尬	4
尴	4
耿	4
弓	4
躬	4
沽	4
贾	4
棺	4
闺	4
郭	4
骇	4
酣	4
韩	4
捍	4
焊	4
杭	4
禾	4
阂	4
鹤	4
沪	4
哗	4
徊	4
淮	4
槐	4
焕	4
恍	4
卉	4
讳	4
秽	4
豁	4
霍	4
讥	4
缉	4
稽	4
棘	4
嫉	4
颊	4
跤	4
礁	4
嚼	4
绞	4
矫	4
茎	4
荆	4
兢	4
阱	4
窘	4
揪	4
鞠	4
锯	4
钧	4
骏	4
楷	4
吭	4
孔	4
窥	4
澜	4
唠	4
涝	4
磊	4
棱	4
敛	4
寥	4
潦	4
咧	4
刘	4
瘤	4
遛	4
胧	4
芦	4
卤	4
吕	4
铝	4
孪	4
抡	4
氓	4
莽	4
昧	4
朦	4
孟	4
缅	4
瞄	4
蔑	4
睦	4
暮	4
匿	4
黏	4
欧	4
徘	4
潘	4
畔	4
袍	4
沛	4
抨	4
烹	4
鹏	4
劈	4
撇	4
萍	4
菩	4
浦	4
沏	4
岂	4
虔	4
嵌	4
呛	4
撬	4
秦	4
寝	4
擎	4
攘	4
韧	4
溶	4
冗	4
瑞	4
萨	4
臊	4
僧	4
鲨	4
煽	4
膳	4
赡	4
捎	4
慑	4
蚀	4
矢	4
嗜	4
赎	4
蜀	4
曙	4
栓	4
涮	4
伺	4
祀	4
宋	4
酥	4
溯	4
嗦	4
痰	4
潭	4
唐	4
塘	4
膛	4
滔	4
捅	4
颓	4
屯	4
驮	4
唾	4
蛙	4
惋	4
纬	4
魏	4
瘟	4
紊	4
涡	4
巫	4
呜	4
吴	4
锡	4
熙	4
嬉	4
侠	4
腺	4
镶	4
挟	4
猩	4
腥	4
汹	4
旭	4
酗	4
絮	4
靴	4
汛	4
驯	4
阎	4
雁	4
殃	4
秧	4
